"name","type","guests","cabins","crew","length","year","model","summerLowSeasonPrice","summerHighSeasonPrice","winterLowSeasonPrice","winterHighSeasonPrice","description","rating","baseMarina","country","photos","userId","createdAt","updatedAt","id","similarYachts"
IRAVATI,Motor Yachts,12,6,9,42.40,2015,Custom,19643.00,21286.00,19643.00,19643.00,The 42.37m/139' 'Iravati' motor yacht built by the Dutch shipyard Oceanco is available for charter for up to 12 guests in 6 cabins. This award winning yacht features interior styling by The A Group.,4.80,Mykonos,Greece,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IRAVATI/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IRAVATI/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IRAVATI/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IRAVATI/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IRAVATI/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,"9b84459a-5f46-47fc-9aff-99b4acc5a061","{1468605f-dcd0-44b4-aa29-0688f1af1769,5e73a962-fcb8-43d7-9fe5-111d32be1739,06fe1704-2dda-435d-940f-30eedc8eb3ca,99aaa4dc-2112-4020-add1-cce3f4c0592e,4506d65e-6c51-4b78-ac70-5e96b4525277,82ff9263-1112-436f-8e60-93b43a0273ea,8b57c9ea-d164-4539-8d0f-af0dec997fbc,76e94c35-3a50-4aa4-9398-2b4842a0d331,2d906319-f0da-445c-afe2-334d239cde4a,89e9f39c-4217-4a3f-9b98-32940f6429ca,ad7b18f4-1ede-49e7-8479-0073c75a7ad5,02535b0a-9df6-4fa1-915f-ab34bdeaa895,18a54773-34bd-42a6-9a71-ab9919e6b4c0,470600f8-9bb5-4adc-aed8-447c312f4762,57dde39e-95d4-4602-a32c-546f2e615929,8afe2205-920f-4cc6-b5ab-a5a1d4271421,f87477b6-bfb6-43a0-8080-211a1a9d11ce,640e7f32-74d3-4aae-82c5-8d9e8bfb25e6,075f8306-da66-4761-b31f-2c4c33e1afc0,a50cfffe-9d2a-479a-ab1c-6d780420bea0}"
IRDODE,Motor Yachts,8,4,4,27.00,2014,Emerald 90,2857.00,4000.00,2857.00,4000.00,"The 27m/88'7"" motor yacht 'Irdode' by shipyard Notika Teknik offers flexible accommodation for up to 8 guests in 4 cabins and features interior styling by Silkline Decorating.",4.50,Mykonos,Greece,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IRDODE/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IRDODE/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IRDODE/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IRDODE/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IRDODE/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,a905fab7-79d6-4d3b-a8f7-ef3f3a1fdc5c,"{a5d36d18-5010-4526-b288-fd2215e7813d,0984ec8c-6fcc-4fdb-9369-852eebee4f9d,2a76f768-6a7f-4d6f-b3c8-6ee271837cad,008467dc-bbba-467b-b005-08988a6f7c51,601f1f28-bb6b-40bf-b970-d25b4e07c76a,ee0f60ae-990b-4e17-ae09-42c687710bdf,02cadb00-0885-49b8-a82a-ba11f145f6ff,f1782345-0136-4fa6-9e43-570dae7e91e3,67ae8e09-c18c-42a1-b83d-f8372b548300,e78cbd7c-8315-4929-b882-3c1c63e1b32b,3dacf65f-2b81-4a2a-aa81-70e91ce7afdb,979bc07c-8d69-4b41-b434-16eda540ed12,35047ca5-21f0-4fea-acce-231cba71cfcb,de558fd9-bdad-4a65-b832-b16046d484af,0682c013-52ee-455b-b033-d9725e79d05e,501a11a1-1e9f-4ec3-9f12-bda1413b4a71,5ef509dd-a5fb-4ace-bee9-68f76410e7f0,58f5c6a7-6a20-40c2-9433-c654a90d8399,cc5a4e26-3f33-43f3-9430-7877a189910b,9b21a596-d24a-4e0e-a66b-76915f1dabf3}"
IRENE,Motor Yachts,8,4,4,21.16,2024,Custom,3286.00,3929.00,3286.00,3286.00,"The 21.16m/69'5"" 'Irene' motor yacht built by the Italian shipyard Ferretti Yachts is available for charter for up to 8 guests in 4 cabins.",4.60,Mykonos,Greece,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IRENE/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IRENE/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IRENE/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IRENE/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IRENE/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,cd9470db-974e-4aff-828d-ae52b82f8937,"{20976230-d99d-49f4-a50c-757bd7e5aef4,bbffe38a-f5d9-4a1e-8e34-523446308c85,4888819c-6c1f-45dc-9f2a-10af68b5fda0,9af0fa46-8dea-48c8-b8a3-27fde44398d8,ee7842e5-3d7d-482b-bf43-0c0e2b89b84d,b73f112e-d01d-4663-8982-a76eecbbb2e6,b10ab449-7d89-4034-85cc-111e979f5788,73849422-37bf-4c69-9630-2d39b029f374,3136791b-da45-4d5b-a5c1-88eea4e4f115,c89dfbf9-4d2e-4afe-bca8-1c04010f849f,1e22d50f-0e8e-4df1-8cde-342135867737,c323140d-c060-49ad-a8bb-b856f74d1d02,2ab3871a-2e9b-469b-9896-af3871c6a092,6e5a4ee8-b616-4220-9b5d-2bf7ff5d262c,39e4528d-cc69-42aa-9a25-241eedca9c18,3c902f8c-b254-4e14-b9bd-4c844beaea30,4596abe6-3758-4927-8a85-7e30d7d28bbc,12143031-79a7-412a-b174-bbef0288cbec,0191a05e-dea7-4a18-9b3f-30d7b0c75bce,19064f74-7ce2-43d9-a0cf-17764ba9a513}"
IRENES,Motor Yachts,10,4,5,26.59,2003,Maiora 26,6357.00,7143.00,6357.00,6357.00,"The 26.6m/87'3"" motor yacht 'Irene's' by the Italian shipyard Maiora offers flexible accommodation for up to 10 guests in 4 cabins.",3.80,Mykonos,Greece,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IRENES/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IRENES/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IRENES/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IRENES/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IRENES/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,"7843ce36-ec71-4c93-b713-03a81da11031","{7033bc1b-4b79-480c-b90f-99da6f39a4dd,81e9aa3e-e686-4c7f-a3bd-6aba16ac5458,bf82a4d4-1ff5-4bbd-aaf3-4add7cd77cc8,3efdb7f2-271c-4072-8a6a-eb8f42d2cff7,407af5bc-860a-4ce3-adf9-84505d175543,0f9643f8-a14b-4e51-a189-afb81fe407f7,d0ae0c61-54b0-4b64-8e3c-ebd40117c113,f733b536-8750-489f-a1e1-b529423fd84b,9f4faf8d-f4f2-471a-ac72-07b5734e0f05,74031530-a074-4470-8a61-f633b68ed5f9,c6c4ec7f-8d58-4da0-b04f-5cbf25de72cc,da68f7b1-19fd-445e-9425-ea8beb8d5c42,ae47e5b2-66a0-4ab2-890e-35e58fd1faed,f554a540-b563-4057-9ff8-ebd4cf7bee4a,f6917477-c4ca-49d1-946d-162ea85d0036,70d0cdca-fcd9-4eac-84ed-609f0104ef64,b08a35d2-d258-464a-bbad-19740195d609,16631127-c353-446f-ab2e-254d86fab434,09205d81-61d5-43e7-8916-1231e6dfe437,91af24ab-d4bf-4cb2-b4b7-d1d0edd49505}"
IROCK,Motor Yachts,11,5,6,34.00,2016,Baglietto 33,13714.00,16643.00,13714.00,16643.00,"The 33.45m/109'9"" 'iRock' (ex. Revitality) motor yacht built by the Italian shipyard Baglietto is available for charter for up to 11 guests in 5 cabins. This yacht features interior styling by Italian designer Francesco Paszkowski Design.",4.20,Amalfi Coast,Italy,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IROCK/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IROCK/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IROCK/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IROCK/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IROCK/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,e584e502-55d5-4072-b1c8-7e6863652163,"{ad3964de-e414-45f0-ae79-0822a952404c,ba881df4-c596-4933-850e-ee7a43418b03,e999d76f-ee27-4156-b339-d441bfb1a48e,00ca47b2-7362-4547-9b85-cbb0149fbe3e,a4d751b9-a6e6-49cd-9db2-af18a66cf3ba,85d72173-dc3c-423d-b744-fc36d9455489,dd6d007c-2d42-40a3-a8b6-d7ff7ae04a28,ce64fbae-2902-44ff-9e77-8e7a7366b549,4bdd35b3-d2b4-4f31-9fe7-f81cd5f27b7b,6ba36208-f200-462c-83bb-3c91f9f0f05f,092c2dd8-005f-46b4-86a4-de5985da5bd7,b5030186-bbba-499b-bc32-b8801a72681a,aef2fb7e-9105-4698-a823-5bdec1ea421c,f25f321c-23a1-44ff-982d-094279aaf5c8,31882020-e830-49fe-957d-ecb819fccc66,529a54e8-b1cd-4c73-9b96-2df59aa83ce7,72a6a3c6-ffc2-4158-8e1f-a4115f18fba8,7b9356bc-9767-42d7-aab1-2a84bd493c5e,699797db-db7e-4f69-a2fe-7b3ab955cfbf,5a1b8f34-649c-4eb5-a1c8-015aa81b15b1}"
IRON BLONDE,Motor Yachts,12,7,15,60.15,2024,Custom,75571.00,75571.00,75571.00,75571.00,"The 60.15m/197'4"" motor yacht 'Iron Blonde' by the American shipyard Trinity Yachts offers flexible accommodation for up to 12 guests in 7 cabins and features interior styling by Patrick Knowles.",5.00,Sydney,Australia,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IRON BLONDE/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IRON BLONDE/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IRON BLONDE/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IRON BLONDE/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IRON BLONDE/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,ebf8f70b-24db-47ff-b0a1-8d9eded7b278,"{8266a77a-cd39-4953-8b3d-7b20dc6393b5,462d50b0-370f-4f6d-ae42-b901bdde21f4,8a04d162-0f7d-4fd8-b75a-c37e3c4f2e25,05208484-4f33-4dfe-8dd5-f91c6183ad74,5b155c77-2130-4f04-a7f1-b087dca27b3f,8e4f701d-6abd-47b3-9f7b-af0a972efb64,dc1b6f35-c948-436f-ad6c-69c64db5bfe9,ba5bfbc5-a39a-4ac7-842d-e4e4f5ae2ead,56cdf9d1-3c3e-4af2-8eaa-f45f0c5fd077,01339819-113c-4338-b13a-c81c80f5d5e2,6bc6a776-1964-4949-babf-de8bdb5e92e9,a47f2393-31e3-477e-98c2-92bcee10fec9,df6c7a6f-9ce6-43cb-a19c-7d139934bb0e,a154b39c-c784-40c4-9f5c-3acaacdf1ff3,928b4bad-ed27-400d-9fe6-43513af99217,45591866-e90b-4f55-924d-212e56f440c8,0286419f-394f-4012-91d6-d0570ac14ab3,8bd0b8d4-9641-4008-bb0b-a25597bdcd50,292cb845-4815-4ad0-9e9c-ee1cfb47990e,44182272-8623-4995-b9a6-0f03e5932475}"
ISABELL PRINCESS OF THE SEA,Motor Yachts,12,6,16,63.80,2024,Custom,48357.00,54214.00,48357.00,54214.00,"The 63.8m/209'4"" motor yacht 'Isabell Princess of The Sea' by the Italian shipyard Codecasa offers flexible accommodation for up to 12 guests in 6 cabins and features interior styling by English designer H2 Yacht Design.",5.00,Amalfi Coast,Italy,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ISABELL PRINCESS OF THE SEA/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ISABELL PRINCESS OF THE SEA/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ISABELL PRINCESS OF THE SEA/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ISABELL PRINCESS OF THE SEA/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ISABELL PRINCESS OF THE SEA/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,ce0d0032-73d6-4dad-a20d-8f6c1467e987,"{f097d785-ca4c-46ae-bc0a-a1225d4a96d4,1fef8ccb-4d4b-4dad-9485-a2cfa2301348,5eb5ad8a-03f9-4884-a206-15bd804bf361,949dacbf-897b-4e34-be34-b9da1615da08,d5bad0f1-27fe-448f-9ed8-1db606d400eb,e82a18c9-1bf3-439e-9453-471f1814d1bf,49978175-c512-4dc8-bc68-d06c09128b98,9678a80b-6935-431f-9761-b2be45ea4d43,a38eb52b-7aa2-4360-b3d9-13997272aba3,7d5f1f33-b4ce-474c-bcf7-ceb25b249085,283a8cbf-8685-4253-bd80-56bd4a543203,9dce352b-8bb7-49ee-bf94-26170abc5d31,5af7be92-528d-4417-b064-6266026354db,3b6c592c-ede9-4436-98fe-d41a6de1ba4a,5d113b23-49bf-4e39-b9b9-d80298284943,67476281-721c-45b2-8207-e250faf036e7,97a2fab3-33fd-4fd0-93f6-590304bf1eb5,956f189f-863b-4951-9fa2-da61d25c7d62,f98b6291-0059-4e34-8b1b-dec1956d65d9,4751bfa0-eafe-41d9-bc70-70d8d6897e2d}"
ISABELLA ROSE,Motor Yachts,7,3,3,20.90,2011,Custom,3643.00,3643.00,4000.00,4000.00,"The 20.9m/68'7"" motor yacht 'Isabella Rose' by the British shipyard Princess offers flexible accommodation for up to 7 guests in 3 cabins.",3.80,Komodo,Indonesia,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ISABELLA ROSE/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ISABELLA ROSE/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ISABELLA ROSE/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ISABELLA ROSE/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ISABELLA ROSE/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,"3b042168-80fb-4b91-b05c-01b580f3e656","{9310099c-53e8-4a3e-9f28-6b588190b67a,656379c1-fc57-4b93-94a6-3edef3d515c1,47cf5687-165b-4899-8117-d19ebd33cacd,ce39c841-092f-4980-b15b-d4cc55d333d4,a71e45c0-ea83-4622-845d-ed761a8ee709,a1d761f3-fc68-488b-b281-9834d8f20e08,ee7842e5-3d7d-482b-bf43-0c0e2b89b84d,2ab3871a-2e9b-469b-9896-af3871c6a092,0191a05e-dea7-4a18-9b3f-30d7b0c75bce,73849422-37bf-4c69-9630-2d39b029f374,92b393af-f372-4b9e-93bf-c99214cd1f5b,bbffe38a-f5d9-4a1e-8e34-523446308c85,b10cfa15-bfaa-4f9a-8ec9-9e86f8607288,805ad9c3-20f8-4c4a-b292-d8e538f731f8,efe606e9-e03e-4754-81d7-d521d94e404a,88178f94-ca29-4d73-b741-05d8b285319f,e49a6cca-cb6c-4ce3-9a1e-d6c45ea90e78,923e33c0-aa46-4368-9b51-adb489527df8,2a3b9077-3350-40c5-88de-af43c4cf43cc,91621df6-e32e-4d6a-86f2-11c4f2a779ba}"
ISLANDER II,Motor Yachts,11,5,6,33.40,2021,Baglietto 33,10571.00,12214.00,10571.00,10571.00,"The 33.45m/109'9"" 'Islander II' motor yacht built by the Italian shipyard Baglietto is available for charter for up to 11 guests in 5 cabins. This yacht features interior styling by Italian designer Francesco Paszkowski Design.",5.00,Mykonos,Greece,"{""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ISLANDER II/00_main.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ISLANDER II/01.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ISLANDER II/02.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ISLANDER II/03.jpg"",""https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ISLANDER II/04.jpg""}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,c32f95c7-2c7e-4d5e-8341-81b750422491,"{5b0a8c86-b779-4de5-ab69-ac623bd2e937,38eae0c8-9b2a-4042-bd7d-180936f87023,02cdede9-dd50-49d4-a6d8-3464f27d528b,dd2a7225-91cc-47c0-90e6-d975921f70b0,7eb70ba1-196a-45ee-b092-ae57b2ad1981,acd4ce84-8fee-431e-b969-eb83f3482ca2,426b5582-75df-4330-978b-934b8eeca47f,03b337a9-3044-494e-94c1-2aabd634e705,7046af67-ae2c-4385-959d-fd2d8bc488be,d8d80dd0-4c49-470e-bfe7-85442045e16b,0d746270-dd2f-4a7d-99a4-4f7a8268a25e,0f9cbc46-9d85-42ae-b0ec-e18ba147e2e4,5a1b8f34-649c-4eb5-a1c8-015aa81b15b1,ad3964de-e414-45f0-ae79-0822a952404c,a4e81521-e4e3-47cf-9cc3-eea8dc470a04,37e51b6d-03da-4ad2-959c-d18dc587489c,43749c3a-489c-47e5-a959-9d91c026ff54,699797db-db7e-4f69-a2fe-7b3ab955cfbf,6ba36208-f200-462c-83bb-3c91f9f0f05f,8aec8d51-bb38-44f0-a63a-ad5f491c7030}"
ISOTTA,Motor Yachts,10,5,5,30.12,2023,Ferretti 1000,18571.00,18571.00,18571.00,18571.00,"The 30.13m/98'10"" motor yacht 'Isotta' is an excellent new superyacht for the luxury charter market. Delivered by the Italian shipyard Ferretti Yachts and featuring interior styling by Italian designer Ideaeitalia she can comfortably accommodate up to 10 ",4.80,Mykonos,Greece,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ISOTTA/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ISOTTA/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ISOTTA/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ISOTTA/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ISOTTA/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,"65c36246-fdaf-447b-8cf4-d42cb2ee2286","{69db199d-a638-42f9-b21b-238ad2f2a9a6,fdcae118-4dd0-4953-8b3d-0632c513a730,502ad0f0-1994-4fe0-9638-7e3033b066ac,2778cde4-7e9f-404d-bf98-1512dc4162ce,14d90318-1023-4793-ac23-14c5c6893517,831b311e-540d-4280-867a-f61c3148e48c,daf6a21f-2354-4e56-a560-b84c222dcb6c,ff7ba19b-2036-42ca-b31f-595a02c53008,b49902d8-9042-420a-b13f-4eaf1f34b16d,fa24c414-590d-4b71-b14b-66eed9177de8,16d0e15e-6a6d-43f2-a70d-4dd49ec49555,46c4c0b1-7ce8-4c99-91c1-33faf9d59d8f,bcebfbb5-6146-4c57-a41f-c85a20ee3e2a,dd8fe3c0-6cc6-46ca-a27e-924d55c116d6,64e7a954-28cd-4413-b30c-58e78a25c1d9,67d20648-6321-4d73-a81b-15a18391be2e,2f2a58f0-6063-4ccb-a2bb-e50d0ae30893,c1fc54fb-7c12-4dec-afe1-c0abde99d61e,4aa21938-4f6f-4bd2-9749-86a9d5724586,16c61cc9-5349-4390-be2c-7561b1f77574}"
ISY71,Sailing Yachts,6,3,2,21.60,2022,Custom,2714.00,2714.00,2429.00,2429.00,"The 21.6m/70'10"" sail yacht 'ISY71' by shipyard Custom offers flexible accommodation for up to 6 guests in 3 cabins.",4.30,Amalfi Coast,Italy,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ISY71/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ISY71/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ISY71/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ISY71/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ISY71/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,beb71cd0-caa4-4248-934e-b29b66be3db9,"{58cdd9a4-3e5f-454b-b1fd-4fe278b8a971,07824f79-258e-403c-b832-442c0fcfecaa,99d688af-ce7b-4d8f-b9ee-e03d2a8589a9,3b652b1b-0e9d-47b7-a7ac-c4f56b49887f,c6de17e5-ead2-49e4-af2d-59c954752762,e49a6cca-cb6c-4ce3-9a1e-d6c45ea90e78,b1211413-44a2-4b22-895c-5123cd6c6bed,4cae1305-2387-457b-9fdd-a7c11da5e565,28db570c-4673-4896-b025-cecc6d8df1c4,2a3b9077-3350-40c5-88de-af43c4cf43cc,88211fa2-6501-4071-a133-f0287caa89d0,78be15a2-90bd-4265-9471-f4b29d704a71,5905c6db-a6fd-40ca-a911-2e4ef7cdaa06,b7dda1c2-db65-4a13-9e8c-91b900ce73f2,3f0e4c81-e43b-4329-9b8f-d9acd9d73a3c,ee0a06e7-af56-4b49-859c-fb0ebe0a7e9d,682f9a57-c26e-4707-b52a-6c4892b0751f,dad5d1b9-e0b7-4d7e-b3b2-16b003cc9696,e51acf84-c2d7-49c8-8495-a1d2ceaabef9,47cf5687-165b-4899-8117-d19ebd33cacd}"
ITOTO,Motor Yachts,12,8,14,61.00,2023,Custom,32571.00,35857.00,32571.00,32571.00,"The 61m/200'2"" 'Itoto' motor yacht built by shipyard Dauphin Yachts is available for charter for up to 12 guests in 8 cabins.",5.00,Mykonos,Greece,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ITOTO/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ITOTO/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ITOTO/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ITOTO/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/ITOTO/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,"2f3979af-c168-42a9-ae05-67e6ba001533","{462d50b0-370f-4f6d-ae42-b901bdde21f4,05208484-4f33-4dfe-8dd5-f91c6183ad74,01339819-113c-4338-b13a-c81c80f5d5e2,4751bfa0-eafe-41d9-bc70-70d8d6897e2d,f013066d-9fc1-4972-99d0-22ea0852ed2a,8a04d162-0f7d-4fd8-b75a-c37e3c4f2e25,ebf8f70b-24db-47ff-b0a1-8d9eded7b278,8266a77a-cd39-4953-8b3d-7b20dc6393b5,0286419f-394f-4012-91d6-d0570ac14ab3,8bd0b8d4-9641-4008-bb0b-a25597bdcd50,a47f2393-31e3-477e-98c2-92bcee10fec9,292cb845-4815-4ad0-9e9c-ee1cfb47990e,8e4f701d-6abd-47b3-9f7b-af0a972efb64,6bc6a776-1964-4949-babf-de8bdb5e92e9,ba5bfbc5-a39a-4ac7-842d-e4e4f5ae2ead,45591866-e90b-4f55-924d-212e56f440c8,956f189f-863b-4951-9fa2-da61d25c7d62,5b155c77-2130-4f04-a7f1-b087dca27b3f,e73515f1-34b5-40e6-8427-34e03e6e366b,dc1b6f35-c948-436f-ad6c-69c64db5bfe9}"
IVA,Motor Yachts,10,5,5,29.21,2024,Ferretti 960,11071.00,12214.00,11071.00,11071.00,"The 29.2m/95'10"" 'Iva' motor yacht built by the Italian shipyard Ferretti Yachts is available for charter for up to 10 guests in 5 cabins. This yacht features interior styling by Italian designer Zuccon.",4.40,Amalfi Coast,Italy,"{https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IVA/00_main.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IVA/01.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IVA/02.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IVA/03.jpg,https://pub-59edec60055841149d71125f2e73e658.r2.dev/yachts/yachts/IVA/04.jpg}",ff210a03-d01e-49a5-9050-284d1d94490a,2025-10-25 16:58:48.579 +0300,2025-10-25 16:58:48.579 +0300,"58e2b1b9-5c85-4a16-be70-ce479ecc0b3f","{eb339971-6f31-4346-9fea-f90a912abce7,113f6f9c-14b8-4547-806f-e8d0a6deb0fe,9a630184-f4c5-4809-9d76-4efbc014b6ca,f2553a23-84b3-434d-a187-4d64ecb18141,aac72444-280a-49d5-a1e9-03cfef1f3766,730f9aa8-e99b-4cee-adc0-fd5093f38c2f,4aa21938-4f6f-4bd2-9749-86a9d5724586,944e519f-1112-420e-9ce6-5df064d5696d,5e7d3c99-4567-4553-b4e1-4201b9f5478a,5c212e4f-2c71-4b25-bab3-f020e77e8044,7f6e3328-9477-43e1-acca-de94b01b6d06,46c4c0b1-7ce8-4c99-91c1-33faf9d59d8f,327bd5c7-9843-4a30-9147-f03d697d308f,16d0e15e-6a6d-43f2-a70d-4dd49ec49555,2e51f4bf-a88c-4c72-8e4f-47aab54a7361,0db51999-e68f-4961-a285-d8b45cd923ec,aede3d83-184e-49a4-9c2e-d458ca865900,16c61cc9-5349-4390-be2c-7561b1f77574,54394118-da9f-4d0e-ad8b-f0c37f5517b4,daf6a21f-2354-4e56-a560-b84c222dcb6c}"
